Date,Stocks Portfolio,Mutual Fund
2018-04-05,0.015695071598157417,0.004792055706696496
2018-04-06,-0.0005476950319464047,-0.0002744864131095648
2018-04-09,-0.003738309156591235,-0.0007354066114027002
2018-04-10,0.0033965005496134903,-0.0029438849136309564
2018-04-11,0.02205735946192733,-0.003097779508569598
2018-04-12,0.025691078685366797,0.0007527483789546707
2018-04-13,0.006741240058210751,0.002522985539474165
2018-04-16,0.0063772727473248025,-0.0007454092764275222
2018-04-17,-0.0016084676315346602,2.7141379728812254e-05
2018-04-18,-0.003868352626160032,-0.0020975303235644116
2018-04-19,0.008188327116065208,-0.002464543715912315
2018-04-20,0.0376385468343563,-0.002688280080009653
2018-04-23,0.0041206315780200065,0.0004413871285799953
2018-04-24,0.007668718384449935,0.0017971072870024418
2018-04-25,0.01655631779179445,-0.0007695218384030644
2018-04-26,0.01484641872154624,-0.0008666503317641405
2018-04-27,-0.009203641736202028,-0.002168552434998472
2018-05-02,0.0008804867879068645,0.0011524805476272881
2018-05-03,-0.007236557990448644,-0.0008708416530319729
2018-05-04,-0.002879485991763797,-0.0018200181537694204
2018-05-07,-0.0054775526427673915,0.0028582213647421195
2018-05-08,0.0025243821313754022,0.0011855994984337759
2018-05-09,0.012602500110068693,-0.002945745416109591
2018-05-10,-0.005670227152711038,-0.0018710211534680443
2018-05-11,0.0039104798094216076,0.0018571497082415789
2018-05-14,-0.005363881665293668,-0.0027805606449717857
2018-05-15,0.006655692473624075,-0.0021379543259878453
2018-05-16,-0.00572654182657617,0.000681663712885916
2018-05-17,-0.004167834521112246,0.0011229889459316578
2018-05-18,-0.002064860329117346,0.00027917242491493077
2018-05-21,0.009622016976978509,-0.000331472259659793
2018-05-22,-0.01069643964363276,0.0011616311408433333
2018-05-23,-0.007747580294547585,-0.0027338273402299773
2018-05-24,0.022308016111020512,0.0009412667814638898
2018-05-25,-0.0016762433832406831,0.0032425705997480847
2018-05-28,-0.01603174474113289,0.005042186091123613
2018-05-29,0.0030964212234643185,-0.001014268075544278
2018-05-30,-0.00228190255397398,0.000339314282864267
2018-05-31,-0.004316427927714028,-0.002626527340663265
2018-06-01,-7.286029409525607e-05,-0.0035715388066125398
2018-06-04,0.00821344669494839,-0.0011956353182102086
2018-06-05,-0.006309294120726672,-0.0006010543280621228
2018-06-06,0.003988218163212265,-0.0008209259195269825
2018-06-07,0.009736021847971177,0.000651830923708907
2018-06-08,0.00893257393194924,0.0013302322508201847
2018-06-11,0.00039499226086325834,0.0004087511734125471
2018-06-12,0.016825913006805804,0.00027410019293450105
2018-06-13,0.01782269073024012,0.0008169444036933982
2018-06-14,-0.011517699608132315,0.0003907651078278729
2018-06-15,0.021488105614960507,0.002348419870065399
2018-06-18,-0.0035469370019921564,0.00015385279591706436
2018-06-19,-0.00809757318268689,-0.000560790005820877
2018-06-20,0.007005800861220157,0.0016437222153025122
2018-06-21,0.0030903775099262454,0.0017153503716609286
2018-06-22,-0.009893127667793267,-0.0006978035707492225
2018-06-25,0.000763842534692527,-0.0011515375198601907
2018-06-26,0.003446205375068123,0.0014652451843293335
2018-06-27,-0.002176022946189682,-0.0014185274549892712
2018-06-28,-0.012553173192850653,-0.0016758827133658283
2018-06-29,0.011155343287012398,0.001271455214690409
2018-07-02,-0.00264345875088412,0.0008431545256641915
2018-07-03,0.011900194075869619,0.0016801619701094506
2018-07-04,0.003363125670852396,0.0009029382865084479
2018-07-05,-0.003340114721648413,-0.00018046245909419945
2018-07-06,0.016140174738702218,0.002182914834447214
2018-07-09,-0.004302037087942301,0.0002516156945713277
2018-07-10,0.006530218273516519,7.394173015362604e-05
2018-07-11,0.04151464460893606,0.0007865840110667932
2018-07-12,0.010673109675241932,0.0015720255584568132
2018-07-13,0.008681300385427138,-0.0007970258632218341
2018-07-16,-0.00451278927439458,-0.0023635879351261435
2018-07-17,0.009322113437180146,0.004183029400860905
2018-07-18,-0.0005722119524813607,-0.0018456610371833104
2018-07-19,-0.002535238737847223,-0.0008420250227483272
2018-07-20,0.012354965276212937,0.0007787187557195541
2018-07-23,0.00046731200113558913,0.0002215799316023226
2018-07-24,-0.005016201432213929,0.00047264295970461667
2018-07-25,-0.004530964230926138,-0.0011589441115229526
2018-07-26,-0.006968919603714596,0.0012489996538023185
2018-07-27,-0.0011390880844062146,0.00033957141732199325
2018-07-30,0.0069046533140424415,0.00028522572942502045
2018-07-31,0.009086601400686067,0.0016744729635742583
2018-08-01,0.013921212667406424,0.0027002232487949307
2018-08-02,-0.016318476020883987,-0.0006682883273768647
2018-08-03,0.012899431720421184,0.00019101380953223668
2018-08-06,0.003406700125894613,-0.0006367468226426976
2018-08-07,-0.005179575924784241,0.0013381605467301938
2018-08-08,0.012222588554224645,-0.0003843015613230749
2018-08-09,0.00018741221724427604,0.0007124828242415226
2018-08-10,0.0020006260925142794,0.0029214518663738254
2018-08-13,-0.0025972898771027264,-0.0021322175928472076
2018-08-14,0.007886404510897282,0.001667375473781707
2018-08-16,-0.0012894055057673937,-0.0007053926223157259
2018-08-20,0.010503625449349796,0.003097122750602699
2018-08-21,0.006035657933496363,0.000331141760069098
2018-08-23,0.011967662017218661,-0.00021171200073688556
2018-08-24,0.004775135331406277,0.001110144480386266
2018-08-27,0.006446644144209257,-0.0006979298674647527
2018-08-28,0.013442893510352993,0.0028328467250187117
2018-08-29,-0.006068471832667344,0.0007012583119938576
2018-08-30,-0.002352475046740188,-0.0023110968357159534
2018-08-31,-0.010465995334773215,0.00026500741241863857
2018-09-03,-0.011491245543079898,-0.003973223729548225
